Product Id,Product Handle,Product Title,Product Subtitle,Product Description,Product Status,Product Thumbnail,Product Weight,Product Length,Product Width,Product Height,Product HS Code,Product Origin Country,Product MID Code,Product Material,Product Collection Id,Product Type Id,Product Tag 1,Product Tag 2,Product Discountable,Product External Id,Variant Id,Variant Title,Variant SKU,Variant Barcode,Variant Allow Backorder,Variant Manage Inventory,Variant Weight,Variant Length,Variant Width,Variant Height,Variant HS Code,Variant Origin Country,Variant MID Code,Variant Material,Variant Price EUR,Variant Price USD,Variant Option 1 Name,Variant Option 1 Value,Variant Option 2 Name,Variant Option 2 Value,Product Image 1 Url,Product Image 2 Url
,suit-emerald,Emerald Suit,Premium Emerald Green Suit - Unique & Elegant,"Stand out with our stunning emerald green suit. Perfect for creative events, galas, and making a memorable impression at special occasions.",published,https://kct-menswear.com/images/suits/suit-emerald-front.jpg,1500,,,,6203.39.10,USA,,Premium Wool Blend,event-suits,suits,Emerald,2-Piece,TRUE,,,Emerald Suit 38R 2-Piece,KCT-EMERALD-38R-2P,,FALSE,TRUE,1500,,,,,,,Premium Wool Blend,165.59,179.99,Size,38R,Type,2-Piece,https://kct-menswear.com/images/suits/suit-emerald-front.jpg,https://kct-menswear.com/images/suits/suit-emerald-back.jpg
,suit-emerald,Emerald Suit,Premium Emerald Green Suit - Unique & Elegant,"Stand out with our stunning emerald green suit. Perfect for creative events, galas, and making a memorable impression at special occasions.",published,https://kct-menswear.com/images/suits/suit-emerald-front.jpg,1600,,,,6203.39.10,USA,,Premium Wool Blend,event-suits,suits,Emerald,3-Piece,TRUE,,,Emerald Suit 38R 3-Piece,KCT-EMERALD-38R-3P,,FALSE,TRUE,1600,,,,,,,Premium Wool Blend,183.99,199.99,Size,38R,Type,3-Piece,https://kct-menswear.com/images/suits/suit-emerald-front.jpg,https://kct-menswear.com/images/suits/suit-emerald-back.jpg
,suit-emerald,Emerald Suit,Premium Emerald Green Suit - Unique & Elegant,"Stand out with our stunning emerald green suit. Perfect for creative events, galas, and making a memorable impression at special occasions.",published,https://kct-menswear.com/images/suits/suit-emerald-front.jpg,1500,,,,6203.39.10,USA,,Premium Wool Blend,event-suits,suits,Emerald,2-Piece,TRUE,,,Emerald Suit 40R 2-Piece,KCT-EMERALD-40R-2P,,FALSE,TRUE,1500,,,,,,,Premium Wool Blend,165.59,179.99,Size,40R,Type,2-Piece,https://kct-menswear.com/images/suits/suit-emerald-front.jpg,https://kct-menswear.com/images/suits/suit-emerald-back.jpg
,suit-emerald,Emerald Suit,Premium Emerald Green Suit - Unique & Elegant,"Stand out with our stunning emerald green suit. Perfect for creative events, galas, and making a memorable impression at special occasions.",published,https://kct-menswear.com/images/suits/suit-emerald-front.jpg,1600,,,,6203.39.10,USA,,Premium Wool Blend,event-suits,suits,Emerald,3-Piece,TRUE,,,Emerald Suit 40R 3-Piece,KCT-EMERALD-40R-3P,,FALSE,TRUE,1600,,,,,,,Premium Wool Blend,183.99,199.99,Size,40R,Type,3-Piece,https://kct-menswear.com/images/suits/suit-emerald-front.jpg,https://kct-menswear.com/images/suits/suit-emerald-back.jpg
,suit-emerald,Emerald Suit,Premium Emerald Green Suit - Unique & Elegant,"Stand out with our stunning emerald green suit. Perfect for creative events, galas, and making a memorable impression at special occasions.",published,https://kct-menswear.com/images/suits/suit-emerald-front.jpg,1500,,,,6203.39.10,USA,,Premium Wool Blend,event-suits,suits,Emerald,2-Piece,TRUE,,,Emerald Suit 42R 2-Piece,KCT-EMERALD-42R-2P,,FALSE,TRUE,1500,,,,,,,Premium Wool Blend,165.59,179.99,Size,42R,Type,2-Piece,https://kct-menswear.com/images/suits/suit-emerald-front.jpg,https://kct-menswear.com/images/suits/suit-emerald-back.jpg
,suit-emerald,Emerald Suit,Premium Emerald Green Suit - Unique & Elegant,"Stand out with our stunning emerald green suit. Perfect for creative events, galas, and making a memorable impression at special occasions.",published,https://kct-menswear.com/images/suits/suit-emerald-front.jpg,1600,,,,6203.39.10,USA,,Premium Wool Blend,event-suits,suits,Emerald,3-Piece,TRUE,,,Emerald Suit 42R 3-Piece,KCT-EMERALD-42R-3P,,FALSE,TRUE,1600,,,,,,,Premium Wool Blend,183.99,199.99,Size,42R,Type,3-Piece,https://kct-menswear.com/images/suits/suit-emerald-front.jpg,https://kct-menswear.com/images/suits/suit-emerald-back.jpg
,suit-emerald,Emerald Suit,Premium Emerald Green Suit - Unique & Elegant,"Stand out with our stunning emerald green suit. Perfect for creative events, galas, and making a memorable impression at special occasions.",published,https://kct-menswear.com/images/suits/suit-emerald-front.jpg,1500,,,,6203.39.10,USA,,Premium Wool Blend,event-suits,suits,Emerald,2-Piece,TRUE,,,Emerald Suit 44R 2-Piece,KCT-EMERALD-44R-2P,,FALSE,TRUE,1500,,,,,,,Premium Wool Blend,165.59,179.99,Size,44R,Type,2-Piece,https://kct-menswear.com/images/suits/suit-emerald-front.jpg,https://kct-menswear.com/images/suits/suit-emerald-back.jpg
,suit-emerald,Emerald Suit,Premium Emerald Green Suit - Unique & Elegant,"Stand out with our stunning emerald green suit. Perfect for creative events, galas, and making a memorable impression at special occasions.",published,https://kct-menswear.com/images/suits/suit-emerald-front.jpg,1600,,,,6203.39.10,USA,,Premium Wool Blend,event-suits,suits,Emerald,3-Piece,TRUE,,,Emerald Suit 44R 3-Piece,KCT-EMERALD-44R-3P,,FALSE,TRUE,1600,,,,,,,Premium Wool Blend,183.99,199.99,Size,44R,Type,3-Piece,https://kct-menswear.com/images/suits/suit-emerald-front.jpg,https://kct-menswear.com/images/suits/suit-emerald-back.jpg
,suit-emerald,Emerald Suit,Premium Emerald Green Suit - Unique & Elegant,"Stand out with our stunning emerald green suit. Perfect for creative events, galas, and making a memorable impression at special occasions.",published,https://kct-menswear.com/images/suits/suit-emerald-front.jpg,1500,,,,6203.39.10,USA,,Premium Wool Blend,event-suits,suits,Emerald,2-Piece,TRUE,,,Emerald Suit 46R 2-Piece,KCT-EMERALD-46R-2P,,FALSE,TRUE,1500,,,,,,,Premium Wool Blend,165.59,179.99,Size,46R,Type,2-Piece,https://kct-menswear.com/images/suits/suit-emerald-front.jpg,https://kct-menswear.com/images/suits/suit-emerald-back.jpg
,suit-emerald,Emerald Suit,Premium Emerald Green Suit - Unique & Elegant,"Stand out with our stunning emerald green suit. Perfect for creative events, galas, and making a memorable impression at special occasions.",published,https://kct-menswear.com/images/suits/suit-emerald-front.jpg,1600,,,,6203.39.10,USA,,Premium Wool Blend,event-suits,suits,Emerald,3-Piece,TRUE,,,Emerald Suit 46R 3-Piece,KCT-EMERALD-46R-3P,,FALSE,TRUE,1600,,,,,,,Premium Wool Blend,183.99,199.99,Size,46R,Type,3-Piece,https://kct-menswear.com/images/suits/suit-emerald-front.jpg,https://kct-menswear.com/images/suits/suit-emerald-back.jpg
,suit-hunter-green,Hunter Green Suit,Premium Hunter Green Suit - Classic Deep Green,"Sophisticated hunter green suit offering a perfect balance between bold and professional. Ideal for fall events and evening occasions.",published,https://kct-menswear.com/images/suits/suit-hunter-green-front.jpg,1500,,,,6203.39.10,USA,,Premium Wool Blend,event-suits,suits,Hunter Green,2-Piece,TRUE,,,Hunter Green Suit 38R 2-Piece,KCT-HUNTER-GREEN-38R-2P,,FALSE,TRUE,1500,,,,,,,Premium Wool Blend,165.59,179.99,Size,38R,Type,2-Piece,https://kct-menswear.com/images/suits/suit-hunter-green-front.jpg,https://kct-menswear.com/images/suits/suit-hunter-green-back.jpg
,suit-hunter-green,Hunter Green Suit,Premium Hunter Green Suit - Classic Deep Green,"Sophisticated hunter green suit offering a perfect balance between bold and professional. Ideal for fall events and evening occasions.",published,https://kct-menswear.com/images/suits/suit-hunter-green-front.jpg,1600,,,,6203.39.10,USA,,Premium Wool Blend,event-suits,suits,Hunter Green,3-Piece,TRUE,,,Hunter Green Suit 38R 3-Piece,KCT-HUNTER-GREEN-38R-3P,,FALSE,TRUE,1600,,,,,,,Premium Wool Blend,183.99,199.99,Size,38R,Type,3-Piece,https://kct-menswear.com/images/suits/suit-hunter-green-front.jpg,https://kct-menswear.com/images/suits/suit-hunter-green-back.jpg
,suit-hunter-green,Hunter Green Suit,Premium Hunter Green Suit - Classic Deep Green,"Sophisticated hunter green suit offering a perfect balance between bold and professional. Ideal for fall events and evening occasions.",published,https://kct-menswear.com/images/suits/suit-hunter-green-front.jpg,1500,,,,6203.39.10,USA,,Premium Wool Blend,event-suits,suits,Hunter Green,2-Piece,TRUE,,,Hunter Green Suit 40R 2-Piece,KCT-HUNTER-GREEN-40R-2P,,FALSE,TRUE,1500,,,,,,,Premium Wool Blend,165.59,179.99,Size,40R,Type,2-Piece,https://kct-menswear.com/images/suits/suit-hunter-green-front.jpg,https://kct-menswear.com/images/suits/suit-hunter-green-back.jpg
,suit-hunter-green,Hunter Green Suit,Premium Hunter Green Suit - Classic Deep Green,"Sophisticated hunter green suit offering a perfect balance between bold and professional. Ideal for fall events and evening occasions.",published,https://kct-menswear.com/images/suits/suit-hunter-green-front.jpg,1600,,,,6203.39.10,USA,,Premium Wool Blend,event-suits,suits,Hunter Green,3-Piece,TRUE,,,Hunter Green Suit 40R 3-Piece,KCT-HUNTER-GREEN-40R-3P,,FALSE,TRUE,1600,,,,,,,Premium Wool Blend,183.99,199.99,Size,40R,Type,3-Piece,https://kct-menswear.com/images/suits/suit-hunter-green-front.jpg,https://kct-menswear.com/images/suits/suit-hunter-green-back.jpg
,suit-hunter-green,Hunter Green Suit,Premium Hunter Green Suit - Classic Deep Green,"Sophisticated hunter green suit offering a perfect balance between bold and professional. Ideal for fall events and evening occasions.",published,https://kct-menswear.com/images/suits/suit-hunter-green-front.jpg,1500,,,,6203.39.10,USA,,Premium Wool Blend,event-suits,suits,Hunter Green,2-Piece,TRUE,,,Hunter Green Suit 42R 2-Piece,KCT-HUNTER-GREEN-42R-2P,,FALSE,TRUE,1500,,,,,,,Premium Wool Blend,165.59,179.99,Size,42R,Type,2-Piece,https://kct-menswear.com/images/suits/suit-hunter-green-front.jpg,https://kct-menswear.com/images/suits/suit-hunter-green-back.jpg
,suit-hunter-green,Hunter Green Suit,Premium Hunter Green Suit - Classic Deep Green,"Sophisticated hunter green suit offering a perfect balance between bold and professional. Ideal for fall events and evening occasions.",published,https://kct-menswear.com/images/suits/suit-hunter-green-front.jpg,1600,,,,6203.39.10,USA,,Premium Wool Blend,event-suits,suits,Hunter Green,3-Piece,TRUE,,,Hunter Green Suit 42R 3-Piece,KCT-HUNTER-GREEN-42R-3P,,FALSE,TRUE,1600,,,,,,,Premium Wool Blend,183.99,199.99,Size,42R,Type,3-Piece,https://kct-menswear.com/images/suits/suit-hunter-green-front.jpg,https://kct-menswear.com/images/suits/suit-hunter-green-back.jpg
,suit-hunter-green,Hunter Green Suit,Premium Hunter Green Suit - Classic Deep Green,"Sophisticated hunter green suit offering a perfect balance between bold and professional. Ideal for fall events and evening occasions.",published,https://kct-menswear.com/images/suits/suit-hunter-green-front.jpg,1500,,,,6203.39.10,USA,,Premium Wool Blend,event-suits,suits,Hunter Green,2-Piece,TRUE,,,Hunter Green Suit 44R 2-Piece,KCT-HUNTER-GREEN-44R-2P,,FALSE,TRUE,1500,,,,,,,Premium Wool Blend,165.59,179.99,Size,44R,Type,2-Piece,https://kct-menswear.com/images/suits/suit-hunter-green-front.jpg,https://kct-menswear.com/images/suits/suit-hunter-green-back.jpg
,suit-hunter-green,Hunter Green Suit,Premium Hunter Green Suit - Classic Deep Green,"Sophisticated hunter green suit offering a perfect balance between bold and professional. Ideal for fall events and evening occasions.",published,https://kct-menswear.com/images/suits/suit-hunter-green-front.jpg,1600,,,,6203.39.10,USA,,Premium Wool Blend,event-suits,suits,Hunter Green,3-Piece,TRUE,,,Hunter Green Suit 44R 3-Piece,KCT-HUNTER-GREEN-44R-3P,,FALSE,TRUE,1600,,,,,,,Premium Wool Blend,183.99,199.99,Size,44R,Type,3-Piece,https://kct-menswear.com/images/suits/suit-hunter-green-front.jpg,https://kct-menswear.com/images/suits/suit-hunter-green-back.jpg
,suit-hunter-green,Hunter Green Suit,Premium Hunter Green Suit - Classic Deep Green,"Sophisticated hunter green suit offering a perfect balance between bold and professional. Ideal for fall events and evening occasions.",published,https://kct-menswear.com/images/suits/suit-hunter-green-front.jpg,1500,,,,6203.39.10,USA,,Premium Wool Blend,event-suits,suits,Hunter Green,2-Piece,TRUE,,,Hunter Green Suit 46R 2-Piece,KCT-HUNTER-GREEN-46R-2P,,FALSE,TRUE,1500,,,,,,,Premium Wool Blend,165.59,179.99,Size,46R,Type,2-Piece,https://kct-menswear.com/images/suits/suit-hunter-green-front.jpg,https://kct-menswear.com/images/suits/suit-hunter-green-back.jpg
,suit-hunter-green,Hunter Green Suit,Premium Hunter Green Suit - Classic Deep Green,"Sophisticated hunter green suit offering a perfect balance between bold and professional. Ideal for fall events and evening occasions.",published,https://kct-menswear.com/images/suits/suit-hunter-green-front.jpg,1600,,,,6203.39.10,USA,,Premium Wool Blend,event-suits,suits,Hunter Green,3-Piece,TRUE,,,Hunter Green Suit 46R 3-Piece,KCT-HUNTER-GREEN-46R-3P,,FALSE,TRUE,1600,,,,,,,Premium Wool Blend,183.99,199.99,Size,46R,Type,3-Piece,https://kct-menswear.com/images/suits/suit-hunter-green-front.jpg,https://kct-menswear.com/images/suits/suit-hunter-green-back.jpg
,suit-indigo,Indigo Suit,Premium Indigo Suit - Deep Blue Excellence,"Rich indigo suit that offers versatility for both business and special occasions. A modern alternative to traditional navy with deeper, richer tones.",published,https://kct-menswear.com/images/suits/suit-indigo-front.jpg,1500,,,,6203.39.10,USA,,Premium Wool Blend,business-suits,suits,Indigo,2-Piece,TRUE,,,Indigo Suit 38R 2-Piece,KCT-INDIGO-38R-2P,,FALSE,TRUE,1500,,,,,,,Premium Wool Blend,165.59,179.99,Size,38R,Type,2-Piece,https://kct-menswear.com/images/suits/suit-indigo-front.jpg,https://kct-menswear.com/images/suits/suit-indigo-back.jpg
,suit-indigo,Indigo Suit,Premium Indigo Suit - Deep Blue Excellence,"Rich indigo suit that offers versatility for both business and special occasions. A modern alternative to traditional navy with deeper, richer tones.",published,https://kct-menswear.com/images/suits/suit-indigo-front.jpg,1600,,,,6203.39.10,USA,,Premium Wool Blend,business-suits,suits,Indigo,3-Piece,TRUE,,,Indigo Suit 38R 3-Piece,KCT-INDIGO-38R-3P,,FALSE,TRUE,1600,,,,,,,Premium Wool Blend,183.99,199.99,Size,38R,Type,3-Piece,https://kct-menswear.com/images/suits/suit-indigo-front.jpg,https://kct-menswear.com/images/suits/suit-indigo-back.jpg
,suit-indigo,Indigo Suit,Premium Indigo Suit - Deep Blue Excellence,"Rich indigo suit that offers versatility for both business and special occasions. A modern alternative to traditional navy with deeper, richer tones.",published,https://kct-menswear.com/images/suits/suit-indigo-front.jpg,1500,,,,6203.39.10,USA,,Premium Wool Blend,business-suits,suits,Indigo,2-Piece,TRUE,,,Indigo Suit 40R 2-Piece,KCT-INDIGO-40R-2P,,FALSE,TRUE,1500,,,,,,,Premium Wool Blend,165.59,179.99,Size,40R,Type,2-Piece,https://kct-menswear.com/images/suits/suit-indigo-front.jpg,https://kct-menswear.com/images/suits/suit-indigo-back.jpg
,suit-indigo,Indigo Suit,Premium Indigo Suit - Deep Blue Excellence,"Rich indigo suit that offers versatility for both business and special occasions. A modern alternative to traditional navy with deeper, richer tones.",published,https://kct-menswear.com/images/suits/suit-indigo-front.jpg,1600,,,,6203.39.10,USA,,Premium Wool Blend,business-suits,suits,Indigo,3-Piece,TRUE,,,Indigo Suit 40R 3-Piece,KCT-INDIGO-40R-3P,,FALSE,TRUE,1600,,,,,,,Premium Wool Blend,183.99,199.99,Size,40R,Type,3-Piece,https://kct-menswear.com/images/suits/suit-indigo-front.jpg,https://kct-menswear.com/images/suits/suit-indigo-back.jpg
,suit-indigo,Indigo Suit,Premium Indigo Suit - Deep Blue Excellence,"Rich indigo suit that offers versatility for both business and special occasions. A modern alternative to traditional navy with deeper, richer tones.",published,https://kct-menswear.com/images/suits/suit-indigo-front.jpg,1500,,,,6203.39.10,USA,,Premium Wool Blend,business-suits,suits,Indigo,2-Piece,TRUE,,,Indigo Suit 42R 2-Piece,KCT-INDIGO-42R-2P,,FALSE,TRUE,1500,,,,,,,Premium Wool Blend,165.59,179.99,Size,42R,Type,2-Piece,https://kct-menswear.com/images/suits/suit-indigo-front.jpg,https://kct-menswear.com/images/suits/suit-indigo-back.jpg
,suit-indigo,Indigo Suit,Premium Indigo Suit - Deep Blue Excellence,"Rich indigo suit that offers versatility for both business and special occasions. A modern alternative to traditional navy with deeper, richer tones.",published,https://kct-menswear.com/images/suits/suit-indigo-front.jpg,1600,,,,6203.39.10,USA,,Premium Wool Blend,business-suits,suits,Indigo,3-Piece,TRUE,,,Indigo Suit 42R 3-Piece,KCT-INDIGO-42R-3P,,FALSE,TRUE,1600,,,,,,,Premium Wool Blend,183.99,199.99,Size,42R,Type,3-Piece,https://kct-menswear.com/images/suits/suit-indigo-front.jpg,https://kct-menswear.com/images/suits/suit-indigo-back.jpg
,suit-indigo,Indigo Suit,Premium Indigo Suit - Deep Blue Excellence,"Rich indigo suit that offers versatility for both business and special occasions. A modern alternative to traditional navy with deeper, richer tones.",published,https://kct-menswear.com/images/suits/suit-indigo-front.jpg,1500,,,,6203.39.10,USA,,Premium Wool Blend,business-suits,suits,Indigo,2-Piece,TRUE,,,Indigo Suit 44R 2-Piece,KCT-INDIGO-44R-2P,,FALSE,TRUE,1500,,,,,,,Premium Wool Blend,165.59,179.99,Size,44R,Type,2-Piece,https://kct-menswear.com/images/suits/suit-indigo-front.jpg,https://kct-menswear.com/images/suits/suit-indigo-back.jpg
,suit-indigo,Indigo Suit,Premium Indigo Suit - Deep Blue Excellence,"Rich indigo suit that offers versatility for both business and special occasions. A modern alternative to traditional navy with deeper, richer tones.",published,https://kct-menswear.com/images/suits/suit-indigo-front.jpg,1600,,,,6203.39.10,USA,,Premium Wool Blend,business-suits,suits,Indigo,3-Piece,TRUE,,,Indigo Suit 44R 3-Piece,KCT-INDIGO-44R-3P,,FALSE,TRUE,1600,,,,,,,Premium Wool Blend,183.99,199.99,Size,44R,Type,3-Piece,https://kct-menswear.com/images/suits/suit-indigo-front.jpg,https://kct-menswear.com/images/suits/suit-indigo-back.jpg
,suit-indigo,Indigo Suit,Premium Indigo Suit - Deep Blue Excellence,"Rich indigo suit that offers versatility for both business and special occasions. A modern alternative to traditional navy with deeper, richer tones.",published,https://kct-menswear.com/images/suits/suit-indigo-front.jpg,1500,,,,6203.39.10,USA,,Premium Wool Blend,business-suits,suits,Indigo,2-Piece,TRUE,,,Indigo Suit 46R 2-Piece,KCT-INDIGO-46R-2P,,FALSE,TRUE,1500,,,,,,,Premium Wool Blend,165.59,179.99,Size,46R,Type,2-Piece,https://kct-menswear.com/images/suits/suit-indigo-front.jpg,https://kct-menswear.com/images/suits/suit-indigo-back.jpg
,suit-indigo,Indigo Suit,Premium Indigo Suit - Deep Blue Excellence,"Rich indigo suit that offers versatility for both business and special occasions. A modern alternative to traditional navy with deeper, richer tones.",published,https://kct-menswear.com/images/suits/suit-indigo-front.jpg,1600,,,,6203.39.10,USA,,Premium Wool Blend,business-suits,suits,Indigo,3-Piece,TRUE,,,Indigo Suit 46R 3-Piece,KCT-INDIGO-46R-3P,,FALSE,TRUE,1600,,,,,,,Premium Wool Blend,183.99,199.99,Size,46R,Type,3-Piece,https://kct-menswear.com/images/suits/suit-indigo-front.jpg,https://kct-menswear.com/images/suits/suit-indigo-back.jpg
,suit-midnight-blue,Midnight Blue Suit,Premium Midnight Blue Suit - Elegant Alternative to Black,"Luxurious midnight blue suit that appears nearly black in low light but reveals rich blue tones in natural light. Perfect for formal events and black-tie optional occasions.",published,https://kct-menswear.com/images/suits/suit-midnight-blue-front.jpg,1500,,,,6203.39.10,USA,,Super 120s Wool,formal-suits,suits,Midnight Blue,2-Piece,TRUE,,,Midnight Blue Suit 38R 2-Piece,KCT-MIDNIGHT-BLUE-38R-2P,,FALSE,TRUE,1500,,,,,,,Super 120s Wool,165.59,179.99,Size,38R,Type,2-Piece,https://kct-menswear.com/images/suits/suit-midnight-blue-front.jpg,https://kct-menswear.com/images/suits/suit-midnight-blue-back.jpg
